"cID","bitterResource","description","molIDinResource","type","bitterClassification","SensoryTestConcentration_mM","EC50_mM","thrPerKg_mM","citation","organism"
"1077","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"55b","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1078","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"55c","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1079","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"56a","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1080","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"56b","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1081","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"56c","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1082","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"57a","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1083","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"57b","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1084","https://pubmed.ncbi.nlm.nih.gov/36382875/",,,"pubMed",,"0.0079",,,"Yan J. and Tong H. An overview of bitter compounds in foodstuffs: Classifications, evaluation methods for sensory contribution, separation and identification techniques, and mechanism of bitter taste transduction, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(1),",NULL
"1084","https://www.ncbi.nlm.nih.gov/pubmed/19627140",,"2a","pubMed",,"0.0079",,,"Haseleu G, Intelmann D, Hofmann T (2009). Identification and RP-HPLC-ESI-MS/MS quantitation of bitter-tasting beta-acid transformation products in beer. J Agric Food Chem 57(16): 7480-9.",NULL
"1084","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"58a","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1085","https://www.ncbi.nlm.nih.gov/pubmed/19627140",,"2b","pubMed",,,,,"Haseleu G, Intelmann D, Hofmann T (2009). Identification and RP-HPLC-ESI-MS/MS quantitation of bitter-tasting beta-acid transformation products in beer. J Agric Food Chem 57(16): 7480-9.",NULL
"1085","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"58b","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1086","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"58c","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1087","https://pubmed.ncbi.nlm.nih.gov/36382875/",,,"pubMed",,"0.0685",,,"Yan J. and Tong H. An overview of bitter compounds in foodstuffs: Classifications, evaluation methods for sensory contribution, separation and identification techniques, and mechanism of bitter taste transduction, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(1),",NULL
"1087","https://www.ncbi.nlm.nih.gov/pubmed/19627140",,"3","pubMed",,"0.0685",,,"Haseleu G, Intelmann D, Hofmann T (2009). Identification and RP-HPLC-ESI-MS/MS quantitation of bitter-tasting beta-acid transformation products in beer. J Agric Food Chem 57(16): 7480-9.",NULL
"1087","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"59","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1088","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"60a","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1089","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"60b","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1090","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"60c","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1091","https://www.ncbi.nlm.nih.gov/pubmed/19627140",,"7a","pubMed",,"0.0171",,,"Haseleu G, Intelmann D, Hofmann T (2009). Identification and RP-HPLC-ESI-MS/MS quantitation of bitter-tasting beta-acid transformation products in beer. J Agric Food Chem 57(16): 7480-9.",NULL
"1091","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"61a","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1092","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"61b","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1093","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"61c","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1094","https://www.ncbi.nlm.nih.gov/pubmed/19627140",,"62a","pubMed",,,,,"Haseleu G, Intelmann D, Hofmann T (2009). Identification and RP-HPLC-ESI-MS/MS quantitation of bitter-tasting beta-acid transformation products in beer. J Agric Food Chem 57(16): 7480-9.",NULL
"1094","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"8a","pubMed",,"0.0205",,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1095","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"62b","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1096","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"62c","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1097","https://www.ncbi.nlm.nih.gov/pubmed/19627140",,"6a","pubMed",,"0.0544",,,"Haseleu G, Intelmann D, Hofmann T (2009). Identification and RP-HPLC-ESI-MS/MS quantitation of bitter-tasting beta-acid transformation products in beer. J Agric Food Chem 57(16): 7480-9.",NULL
"1097","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"63a","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1098","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"63b","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1099","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"63c","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1100","https://www.ncbi.nlm.nih.gov/pubmed/19627140",,"5a","pubMed",,"0.0405",,,"Haseleu G, Intelmann D, Hofmann T (2009). Identification and RP-HPLC-ESI-MS/MS quantitation of bitter-tasting beta-acid transformation products in beer. J Agric Food Chem 57(16): 7480-9.",NULL
"1100","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"64a","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1101","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"64b","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1102","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"64c","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1103","https://pubmed.ncbi.nlm.nih.gov/36382875/",,,"pubMed",,"0.0903",,,"Yan J. and Tong H. An overview of bitter compounds in foodstuffs: Classifications, evaluation methods for sensory contribution, separation and identification techniques, and mechanism of bitter taste transduction, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(1),",NULL
"1103","https://www.ncbi.nlm.nih.gov/pubmed/19627140",,"4a","pubMed",,"0.0903",,,"Haseleu G, Intelmann D, Hofmann T (2009). Identification and RP-HPLC-ESI-MS/MS quantitation of bitter-tasting beta-acid transformation products in beer. J Agric Food Chem 57(16): 7480-9.",NULL
"1103","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"65a","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1104","https://www.ncbi.nlm.nih.gov/pubmed/27696843",,"65b","pubMed",,,,,"Dresel M, Vogt C, Dunkel A, Hofmann T (2016). The Bitter Chemodiversity of Hops (Humulus lupulus L.). J Agric Food Chem.",NULL
"1105","https://www.jstage.jst.go.jp/article/bbb1961/37/2/37_2_225/_pdf",,,"URL",,,,,,NULL
"1106","http://www.tandfonline.com/doi/abs/10.1080/00021369.1975.10861895",,"1","URL",,,,,,NULL
"1107","http://www.tandfonline.com/doi/abs/10.1080/00021369.1975.10861895",,"2","URL",,,,,,NULL
"1108","https://www.ncbi.nlm.nih.gov/pubmed/11170582",,,"pubMed","Quinizolate is by far the most intense bitter compound reported to date compared to other Maillard reaction products formed from carbohydrates and amino acids.",,,"0.00025","Frank O, Ottinger H, Hofmann T (2001). Characterization of an intense bitter-tasting 1H,4H-quinolizinium-7-olate by application of the taste dilution analysis, a novel bioassay for the screening and identification of taste-active compounds in foods. J Agric Food Chem 49(1): 231-8.",NULL
"1108","https://www.ncbi.nlm.nih.gov/pubmed/12358476",,"2a","pubMed",,,,,"Frank O, Hofmann T (2002). Reinvestigation of the chemical structure of bitter-tasting quinizolate and homoquinizolate and studies on their Maillard-type formation pathways using suitable (13)C-labeling experiments. J Agric Food Chem 50(21): 6027-36.",NULL
"1110","https://pubmed.ncbi.nlm.nih.gov/36382875/",,,"pubMed",,"2.58",,,"Yan J. and Tong H. An overview of bitter compounds in foodstuffs: Classifications, evaluation methods for sensory contribution, separation and identification techniques, and mechanism of bitter taste transduction, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(1),",NULL
"1110","https://www.ncbi.nlm.nih.gov/pubmed/11170582",,"1","pubMed",,,,"1","Frank O, Ottinger H, Hofmann T (2001). Characterization of an intense bitter-tasting 1H,4H-quinolizinium-7-olate by application of the taste dilution analysis, a novel bioassay for the screening and identification of taste-active compounds in foods. J Agric Food Chem 49(1): 231-8.",NULL
"1110","https://www.ncbi.nlm.nih.gov/pubmed/16131134",,"30","pubMed",,"2.58",,,"Stark T, Hofmann T (2005). Structures, sensory activity, and dose/response functions of 2,5-diketopiperazines in roasted cocoa nibs (Theobroma cacao). J Agric Food Chem 53(18): 7222-31.",NULL
"1111","https://pubmed.ncbi.nlm.nih.gov/36382875/",,,"pubMed",,"0.5",,,"Yan J. and Tong H. An overview of bitter compounds in foodstuffs: Classifications, evaluation methods for sensory contribution, separation and identification techniques, and mechanism of bitter taste transduction, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(1),",NULL
"1111","https://www.ncbi.nlm.nih.gov/pubmed/11170582",,"2","pubMed",,,,"0.5","Frank O, Ottinger H, Hofmann T (2001). Characterization of an intense bitter-tasting 1H,4H-quinolizinium-7-olate by application of the taste dilution analysis, a novel bioassay for the screening and identification of taste-active compounds in foods. J Agric Food Chem 49(1): 231-8.",NULL
"1112","https://pubmed.ncbi.nlm.nih.gov/36382875/",,,"pubMed",,"0.2",,,"Yan J. and Tong H. An overview of bitter compounds in foodstuffs: Classifications, evaluation methods for sensory contribution, separation and identification techniques, and mechanism of bitter taste transduction, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(1),",NULL
"1112","https://www.ncbi.nlm.nih.gov/pubmed/11170582",,"3","pubMed",,,,"0.2","Frank O, Ottinger H, Hofmann T (2001). Characterization of an intense bitter-tasting 1H,4H-quinolizinium-7-olate by application of the taste dilution analysis, a novel bioassay for the screening and identification of taste-active compounds in foods. J Agric Food Chem 49(1): 231-8.",NULL
"1113","https://pubmed.ncbi.nlm.nih.gov/36382875/",,,"pubMed",,"0.06",,,"Yan J. and Tong H. An overview of bitter compounds in foodstuffs: Classifications, evaluation methods for sensory contribution, separation and identification techniques, and mechanism of bitter taste transduction, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(1),",NULL
"1113","https://www.ncbi.nlm.nih.gov/pubmed/11170582",,"4","pubMed",,,,"0.06","Frank O, Ottinger H, Hofmann T (2001). Characterization of an intense bitter-tasting 1H,4H-quinolizinium-7-olate by application of the taste dilution analysis, a novel bioassay for the screening and identification of taste-active compounds in foods. J Agric Food Chem 49(1): 231-8.",NULL
"1113","https://www.tandfonline.com/doi/abs/10.1080/87559128509540773",,,"URL","strongly bitter","0.02-0.08",,,,NULL
"1114","https://www.ncbi.nlm.nih.gov/pubmed/23137023",,"1a","pubMed",,"0.0659",,,"Dawid C, Hofmann T (2012). Structural and Sensory Characterization of Bitter Tasting Steroidal Saponins from Asparagus Spears (Asparagus officinalis L.). J Agric Food Chem 60(48): 11889-900.",NULL
"1115","https://www.ncbi.nlm.nih.gov/pubmed/23137023",,"1b","pubMed",,"0.0659",,,"Dawid C, Hofmann T (2012). Structural and Sensory Characterization of Bitter Tasting Steroidal Saponins from Asparagus Spears (Asparagus officinalis L.). J Agric Food Chem 60(48): 11889-900.",NULL
"1116","https://www.ncbi.nlm.nih.gov/pubmed/23137023",,"2a","pubMed",,"0.0109",,,"Dawid C, Hofmann T (2012). Structural and Sensory Characterization of Bitter Tasting Steroidal Saponins from Asparagus Spears (Asparagus officinalis L.). J Agric Food Chem 60(48): 11889-900.",NULL
"1117","https://www.ncbi.nlm.nih.gov/pubmed/23137023",,"2b","pubMed",,"0.0109",,,"Dawid C, Hofmann T (2012). Structural and Sensory Characterization of Bitter Tasting Steroidal Saponins from Asparagus Spears (Asparagus officinalis L.). J Agric Food Chem 60(48): 11889-900.",NULL
"1118","https://www.ncbi.nlm.nih.gov/pubmed/23137023",,"3a","pubMed",,"0.0255",,,"Dawid C, Hofmann T (2012). Structural and Sensory Characterization of Bitter Tasting Steroidal Saponins from Asparagus Spears (Asparagus officinalis L.). J Agric Food Chem 60(48): 11889-900.",NULL
"1119","https://www.ncbi.nlm.nih.gov/pubmed/23137023",,"3b","pubMed",,"0.0255",,,"Dawid C, Hofmann T (2012). Structural and Sensory Characterization of Bitter Tasting Steroidal Saponins from Asparagus Spears (Asparagus officinalis L.). J Agric Food Chem 60(48): 11889-900.",NULL
"1120","https://www.ncbi.nlm.nih.gov/pubmed/23137023",,"4a,4b","pubMed",,"0.0706",,,"Dawid C, Hofmann T (2012). Structural and Sensory Characterization of Bitter Tasting Steroidal Saponins from Asparagus Spears (Asparagus officinalis L.). J Agric Food Chem 60(48): 11889-900.",NULL
"1121","https://www.ncbi.nlm.nih.gov/pubmed/23137023",,"5","pubMed",,"0.1997",,,"Dawid C, Hofmann T (2012). Structural and Sensory Characterization of Bitter Tasting Steroidal Saponins from Asparagus Spears (Asparagus officinalis L.). J Agric Food Chem 60(48): 11889-900.",NULL
"1122","https://pubmed.ncbi.nlm.nih.gov/36382875/",,,"pubMed",,"3.25",,,"Yan J. and Tong H. An overview of bitter compounds in foodstuffs: Classifications, evaluation methods for sensory contribution, separation and identification techniques, and mechanism of bitter taste transduction, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(1),",NULL
"1122","https://www.ncbi.nlm.nih.gov/pubmed/16131134",,"1","pubMed",,"3.25",,,"Stark T, Hofmann T (2005). Structures, sensory activity, and dose/response functions of 2,5-diketopiperazines in roasted cocoa nibs (Theobroma cacao). J Agric Food Chem 53(18): 7222-31.",NULL
"1123","https://pubmed.ncbi.nlm.nih.gov/36382875/",,,"pubMed",,"1.02",,,"Yan J. and Tong H. An overview of bitter compounds in foodstuffs: Classifications, evaluation methods for sensory contribution, separation and identification techniques, and mechanism of bitter taste transduction, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(1),",NULL
"1123","https://www.ncbi.nlm.nih.gov/pubmed/16131134",,"2","pubMed",,"1.02",,,"Stark T, Hofmann T (2005). Structures, sensory activity, and dose/response functions of 2,5-diketopiperazines in roasted cocoa nibs (Theobroma cacao). J Agric Food Chem 53(18): 7222-31.",NULL
"1124","https://pubmed.ncbi.nlm.nih.gov/36382875/",,,"pubMed",,"1.19",,,"Yan J. and Tong H. An overview of bitter compounds in foodstuffs: Classifications, evaluation methods for sensory contribution, separation and identification techniques, and mechanism of bitter taste transduction, Comprehensive Reviews in Food Science and Food Safety, 2023, 22(1),",NULL
