compound_id,external_id,annotations
22539,LMST01010149,"Cholesterol and derivatives
"
22540,CHEBI:30933,"carboxyalkyl phosphate
"
22541,LMST01010212,"Cholesterol and derivatives
"
22544,CHEBI:16814,"steroid sulfate
17-oxo steroid
"
22544,C04555,"C19 steroids (androgens) and derivatives
Sulfates
Androgens
"
22544,LMST05020010,"Sulfates
"
22545,CHEBI:17137,"sulfur oxoanion
"
22545,HSO3,"an anion
"
22546,CHEBI:2719,"angiotensin II
"
22546,C02135,"Angiotensin [KO:K09821]
"
22549,CHEBI:16234,"oxygen hydride
"
22549,OH,"an anion
"
22551,CHEBI:16192,"deoxyguanosine phosphate
purine 2'-deoxyribonucleoside 5'-monophosphate
guanyl deoxyribonucleotide
"
22551,C00362,"Deoxyribonucleotides
"
22553,CHEBI:28602,"D-fructofuranose 2,6-bisphosphate
"
22554,CHEBI:29222,"chlorine oxoanion
chlorine oxide
"
22554,CPD-12800,"an inorganic compound
"
22555,L-GLYCERALDEHYDE,"DL-glyceraldehyde
"
22558,CHEBI:15633,"dihydrofolic acids
"
22563,CHEBI:29226,"iodine oxoanion
"
22563,CPD-13505,"a small molecule
"
22565,CHEBI:18081,"dihydroxybenzoic acid
"
22565,LMPR02010043,"Ubiquinones
"
22568,CHEBI:15694,"glutathione derivative
"
22574,CHEBI:49728,"D-mannopyranose 6-phosphate
"
22575,CHEBI:17769,"aminobutanal
"
22576,CHEBI:17725,"glucosamine oligosaccharide
amino trisaccharide
"
22578,CHEBI:30912,"piperidinemonocarboxylic acid
"
22580,CHEBI:15437,"uroporphyrinogen
"
22583,CHEBI:15899,"carboxyalkyl phosphate
"
22583,LMFA01050416,"Hydroxy fatty acids
"
22586,C04146,"C40 isoprenoids (tetraterpenes)
Polyterpenoids
"
22587,CHEBI:17672,"one-carbon compound
acyl monophosphate
"
22588,CHEBI:15435,"porphyrinogens
"
22589,CHEBI:15947,"glucosaminylamine
"
22590,CHEBI:18090,"propanals
"
22595,CHEBI:15769,"cysteine derivative
"
22597,C00235,"C5 isoprenoids (hemiterpenes)
"
22599,CHEBI:7438,"formamides
"
22600,CHEBI:18283,"trehalose phosphate
"
22601,CHEBI:18426,"myo-inositol cyclic phosphate
"
22602,C06524,"Pyridine alkaloids
"
22603,CHEBI:16938,"aldonolactone phosphate
"
22606,CHEBI:50616,"aspartic acid derivative
C4-dicarboxylic acid
ketimine
"
22606,LMFA01170110,"Dicarboxylic acids
"
22608,CHEBI:17980,"acyl sulfate
adenosine bisphosphate
purine ribonucleoside bisphosphate
"
22608,C00053,"Coenzymes
"
22609,CHEBI:16645,"bilanes
"
22612,CHEBI:16048,"flavin mononucleotide
"
22613,CHEBI:18228,"myo-inositol trisphosphate
"
22614,CHEBI:17475,"amino dicarboxylic acid
"
22615,CHEBI:17549,"delta-amino acid
4-oxo monocarboxylic acid
"
22615,LMFA01100055,"Amino fatty acids
"
22619,CHEBI:1941,"quaternary ammonium ion
"
22621,CHEBI:10702,"trans-cyclohexa-3,5-diene-1,2-diol
"
22625,CHEBI:17602,"aminophenol
"
22625,CPD-259,"a phenol
"
22626,CHEBI:17168,"3beta-sterol
"
22626,C01189,"Cholesterol and derivatives
"
22626,LMST01010089,"Cholesterol and derivatives
"
22628,CHEBI:17509,"thioadenosine
"
22629,CHEBI:16556,"CMP-N-acyl-beta-neuraminic acid
"
22632,CHEBI:18304,"nicotinic acid dinucleotide
"
22636,CHEBI:59789,"organic cation
sulfonium compound
"
22637,CHEBI:17312,"acetamides
acetylspermine
"
22641,CHEBI:17625,"pyrimidine 2'-deoxyribonucleoside 5'-triphosphate
deoxyuridine phosphate
"
22641,C00460,"Deoxyribonucleotides
"
22644,6-PYRUVOYL-5678-TETRAHYDROPTERIN,"a small molecule
"
22646,CHEBI:17877,"flavin adenine dinucleotide
"
22647,CHEBI:16978,"leukotriene
"
22647,C02166,"Leukotrienes
"
22647,LMFA03020003,"Leukotrienes
"
22648,CHEBI:27574,"N2-acyl-L-ornithine
"
22650,CHEBI:17552,"purine ribonucleoside 5'-diphosphate
guanosine 5'-phosphate
"
22650,C00035,"Ribonucleotides
"
22651,CHEBI:15918,"2'-deoxycytidine phosphate
pyrimidine 2'-deoxyribonucleoside 5'-monophosphate
"
22651,C00239,"Deoxyribonucleotides
"
22654,CHEBI:15351,"acyl-CoA
"
22655,CHEBI:17422,"diadenosyl tetraphosphate
"
22657,CHEBI:16493,"xylulose phosphate
"
22658,CHEBI:28889,"pteridines
"
22658,5678-TETRAHYDROPTERIDINE,"a small molecule
"
22660,CHLORDECONE-ALCOHOL,"a small molecule
"
22661,CHEBI:15551,"prostaglandins E
"
22661,C00584,"Prostaglandins
"
22661,LMFA03010003,"Prostaglandins
"
22662,CHEBI:17013,"thymidine 5'-monophosphate
"
22662,C00364,"Deoxyribonucleotides
"
22663,CHEBI:17798,"gamma-glutamyl phosphate
"
22664,CHEBI:57924,"amino acid zwitterion
"
22665,CHEBI:17278,"3alpha-hydroxy steroid
7alpha-hydroxy steroid
12alpha-hydroxy steroid
26-hydroxy steroid
"
22665,C05446,"C27 bile acids, alcohols, and derivatives
"
22665,LMST04030014,"C27 bile acids, alcohols, and derivatives
"
22666,CHEBI:16836,"mononitrophenol
"
22668,CHEBI:17697,"acetamides
hydroxyindole
"
22668,N-ACETYL-SEROTONIN,"a small molecule
"
22669,CHEBI:37753,"pyridine alkaloid
aminoacylpyridine
"
22670,LMFA01170082,"Dicarboxylic acids
"
22671,CHEBI:15479,"short-chain fatty acyl-CoA
methyl-branched fatty acyl-CoA
"
22672,LMFA03010033,"Prostaglandins
"
22673,CHEBI:28846,"pyrimidine 2'-deoxyribonucleoside 5'-diphosphate
2'-deoxycytidine phosphate
"
22673,C00705,"Deoxyribonucleotides
"
22674,CHEBI:16238,"flavin adenine dinucleotide
"
22675,CHEBI:28884,"acetamides
"
22675,N-ACETYLARYLAMINE,"a small molecule
"
22676,CHEBI:15710,"quaternary ammonium ion
"
22676,BETAINE_ALDEHYDE,"a small molecule
"
22677,CHEBI:2003,"dihydroxyindole
"
22678,CHEBI:15873,"2-amino-2-deoxy-D-glucopyranose 6-phosphate
"
22679,CHEBI:16265,"succinate semialdehyde
"
22679,LMFA06000118,"Fatty aldehydes
"
22681,CHEBI:15439,"coproporphyrinogen
"
22685,CHEBI:30907,"oxo dicarboxylic acid
beta-diketone
"
22685,LMFA01170066,"Dicarboxylic acids
"
22688,CHEBI:18116,"C-nucleoside phosphate
"
22689,CHEBI:63860,"iminium betaine
N-glycosylpyridine
"
22690,CHEBI:15996,"guanosine 5'-phosphate
purine ribonucleoside 5'-triphosphate
"
22690,C00044,"Ribonucleotides
"
22691,CHEBI:18075,"pyrimidine 2'-deoxyribonucleoside 5'-diphosphate
thymidine phosphate
"
22691,C00363,"Deoxyribonucleotides
"
22693,CHEBI:17927,"acetylspermidine
"
22694,CHEBI:15442,"triterpenyl phosphate
triterpenoid
"
22696,CHEBI:63689,"diadenosyl hexaphosphate
"
22701,CHEBI:17720,"2,3-bisphosphoglyceric acid
"
22704,CHEBI:28096,"deoxyribulose phosphate
"
22709,CHEBI:15570,"D-alpha-amino acid
alanine
"
22709,C00133,"Other amino acids
"
22712,CHEBI:16356,"guanyl ribonucleotide
3',5'-cyclic purine nucleotide
"
22712,C00942,"3',5'-Cyclic nuclcleotides
"
22713,CHEBI:48928,"gluconic acid phosphate
"
22714,CHEBI:17998,"alpha-CH2-containing aldehyde
"
22714,4-METHYLPENTANAL,"a small molecule
"
22715,CHEBI:28803,"vitamin B6 phosphate
"
22716,CHEBI:15548,"prostaglandins E
"
22716,LMFA03010146,"Prostaglandins
"
22722,CHEBI:995,"2-amino-3-(3-oxoprop-1-enyl)but-2-enedioic acid
"
22723,CHEBI:15552,"prostaglandins I
"
22723,C01312,"Prostaglandins
"
22723,LMFA03010087,"Prostaglandins
"
22724,CHEBI:15651,"long-chain fatty acid
leukotriene
polyunsaturated fatty acid
oxylipin
epoxy fatty acid
"
22724,C00909,"Epoxy fatty acids
Leukotrienes
"
22724,LMFA03020023,"Leukotrienes
"
22727,CHEBI:15883,"guanosine 5'-phosphate
purine ribonucleoside 5'-tetraphosphate
"
22728,CHEBI:18077,"pyrimidine 2'-deoxyribonucleoside 5'-triphosphate
thymidine phosphate
"
22728,C00459,"Deoxyribonucleotides
"
22729,CHEBI:17436,"carboxyalkyl phosphate
"
22729,LMFA01050415,"Hydroxy fatty acids
"
22730,CHEBI:18020,"butanals
"
22730,4-TRIMETHYLAMMONIOBUTANAL,"a small molecule
"
22731,CHEBI:16955,"GDP-sugar
"
22732,C00129,"C5 isoprenoids (hemiterpenes)
"
22734,CHEBI:28542,"2-deoxyribose 1-phosphate
"
22735,CHEBI:17028,"ketoaldonic acid
hexonic acid
"
22737,CHEBI:27928,"C-nitro compound
organic thiophosphate
organothiophosphate insecticide
"
22737,C06604,"Organophosphorus insecticides
"
22737,PARATHION,"an aryl dialkyl phosphate
"
22739,CHEBI:17898,"retinal
"
22739,C00376,"Retinoids
"
22739,LMPR01090002,"Retinoids
"
22741,CHEBI:17245,"one-carbon compound
carbon oxide
"
22741,CARBON-MONOXIDE,"a small molecule
"
22742,CHEBI:18334,"adenosine 5'-phosphate
purine ribonucleoside 5'-tetraphosphate
"
22746,CHEBI:16026,"2,6-diaminopimelic acid
"
22746,LMFA01170102,"Dicarboxylic acids
"
22751,CHEBI:15925,"ketoaldonic acid phosphate
"
22752,CHEBI:15379,"diatomic oxygen
elemental molecule
"
22752,OXYGEN-MOLECULE,"a non-metabolic compound
"
22755,CHEBI:15554,"prostaglandins H
oxylipin
"
22755,C00427,"Prostaglandins
"
22755,LMFA03010010,"Prostaglandins
"
22756,CHEBI:2691,"nitrite esters
"
22757,CHEBI:16893,"sphingoid 1-phosphate
"
22757,C01120,"Sphingoid base 1-phosphates
"
22757,LMSP01050002,"Sphingoid base 1-phosphates
"
22764,CHEBI:16620,"TDP-sugar
"
22765,CHEBI:15555,"prostaglandins D
"
22765,C00696,"Prostaglandins
"
22765,LMFA03010004,"Prostaglandins
"
22767,CHEBI:17622,"deoxyuridine phosphate
pyrimidine 2'-deoxyribonucleoside 5'-monophosphate
"
22767,C00365,"Deoxyribonucleotides
"
22770,CHEBI:4581,"pteroic acids
"
22771,CHEBI:16436,"phosphocholines
nucleotide-(amino alcohol)s
"
22774,CHEBI:34310,"oxysterol
24-hydroxycholesterol
"
22774,LMST01010019,"Cholesterol and derivatives
"
22776,CHEBI:57515,"alpha-amino-acid cation
"
22780,CHEBI:18367,"phosphate ion
"
22783,CPD-11496,"a guaiacol
"
22785,CHEBI:18381,"1-(phosphoribosyl)imidazolecarboxamide
"
22786,CHEBI:16497,"deoxyguanosine phosphate
guanyl deoxyribonucleotide
purine 2'-deoxyribonucleoside 5'-triphosphate
"
22786,C00286,"Deoxyribonucleotides
"
22788,CHEBI:15544,"prostaglandins E
"
22788,C04741,"Prostaglandins
"
22788,LMFA03010134,"Prostaglandins
"
22789,CHEBI:45064,"phosphite ion
"
22792,CHEBI:16189,"inorganic anion
sulfur oxoanion
sulfur oxide
"
22792,SULFATE,"an anion
"
22793,CHEBI:50169,"3-hydroxy-5alpha-pregnan-20-one
"
22793,LMST02030156,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22794,CHEBI:43796,"dithiolanes
thia fatty acid
heterocyclic fatty acid
lipoic acid
"
22795,CHEBI:15627,"epoxy monocarboxylic acid
thromboxanes A
"
22795,C02198,"Thromboxanes
thromboxane
"
22795,LMFA03030001,"Thromboxanes
"
22797,CHEBI:11909,"3-hydroxy-5alpha-pregnan-20-one
"
22797,LMST02030173,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22798,CHEBI:16496,"3alpha-hydroxy steroid
7alpha-hydroxy steroid
12alpha-hydroxy steroid
"
22798,C05454,"C27 bile acids, alcohols, and derivatives
"
22798,LMST04030035,"C27 bile acids, alcohols, and derivatives
"
22801,CHEBI:28006,"organic thiophosphate
"
22803,CHEBI:17735,"N,N-dimethylaniline
"
22803,NN-DIMETHYLANILINE-N-OXIDE,"a small molecule
"
22805,CHEBI:16229,"3beta-hydroxy steroid
3-hydroxy-5beta-pregnan-20-one
"
22805,LMST02030185,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22808,CHEBI:17862,"2-amino-1-hydroxyoctadecan-3-one
"
22808,C02934,"Sphing-4-enines (Sphingosines)
"
22808,LMSP01020002,"Sphinganines
"
22810,CHEBI:28922,"prostaglandins Fbeta
"
22810,C02314,"Prostaglandins
"
22810,LMFA03010025,"Prostaglandins
"
22812,CHEBI:16908,"NAD
NAD(P)H
"
22813,CHEBI:16300,"D-ribose 1-phosphate
"
22814,CPD-11497,"a guaiacol
"
22816,CHEBI:15350,"acyl monophosphate
"
22819,CPD-2743,"a small molecule
"
22820,CHEBI:16595,"myo-inositol trisphosphate
"
22828,CHEBI:17287,"phosphoamino acid
phosphagen
"
22831,CHEBI:47977,"D-glucosamine
"
22831,C00329,"Amino sugars
"
22833,C02593,"Fatty acyl CoAs
"
22834,S-ACETYLDIHYDROLIPOAMIDE,"a small molecule
"
22835,CHEBI:1438,"thia fatty acid
"
22835,LMFA01130006,"Thia fatty acids
"
22836,CHEBI:16298,"alditol 1-phosphate
hexitol phosphate
"
22837,CHEBI:16284,"2'-deoxyadenosine 5'-phosphate
purine 2'-deoxyribonucleoside 5'-triphosphate
"
22837,C00131,"Deoxyribonucleotides
"
22840,CHEBI:48431,"one-carbon compound
carboximidic acid
"
22840,FORMAMIDE,"a small molecule
"
22845,CHEBI:49410,"monochlorobenzoic acid
"
22846,CHEBI:17239,"cytidine 5'-phosphate
pyrimidine ribonucleoside 5'-diphosphate
"
22846,C00112,"Ribonucleotides
"
22847,CHEBI:16827,"3-oxo steroid
11beta-hydroxy steroid
glucocorticoid
20-oxo steroid
21-hydroxy steroid
C21-steroid
"
22847,C02140,"C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives
Pregnane and derivatives [Fig]
Mineralocorticoids
"
22847,LMST02030186,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22848,CHEBI:16225,"S-acylglutathione
"
22849,CHEBI:30882,"2-oxo monocarboxylic acid
"
22850,CHEBI:15652,"xanthosine 5'-phosphate
purine ribonucleoside 5'-monophosphate
"
22850,C00655,"Purine alkaloids
"
22853,CHEBI:19062,"methylguanosine
"
22854,CHEBI:16732,"nucleotide-(amino alcohol)s
phosphoethanolamine
"
22855,CHEBI:18132,"phosphocholines
"
22856,CHEBI:27564,"3-methylguanine
"
22856,CPD-13319,"a small molecule
"
22857,CHEBI:31542,"3alpha-sterol
5alpha-cholestane
"
22857,LMST01010098,"Cholesterol and derivatives
"
22861,CHEBI:17140,"xylulose
"
22862,CHEBI:18347,"L-alpha-amino acid
2-aminohexanoic acid
"
22862,C01933,"Amino fatty acids
"
22862,LMFA01100042,"Amino fatty acids
"
22869,CHEBI:47499,"dibenzoazepine
"
22869,CPD-11438,"a small molecule
"
22872,CHEBI:18403,"arabinitol
"
22873,CHEBI:15367,"retinoic acid
"
22873,C00777,"Retinoids
"
22873,LMPR01090019,"Retinoids
"
22874,CPD-11671,"a small molecule
"
22875,CHEBI:68447,"oxopurine
"
22876,CHEBI:46195,"phenols
acetamides
"
22876,CPD-7669,"a small molecule
"
22877,CHEBI:25858,"dimethylxanthine
"
22877,C13747,"Purine alkaloids
"
22877,1-7-DIMETHYLXANTHINE,"a small molecule
"
22881,CHEBI:17308,"2-oxo monocarboxylic acid
medium-chain fatty acid
straight-chain fatty acid
oxo fatty acid
"
22881,C00902,"Oxo fatty acids
"
22881,LMFA01060007,"Oxo fatty acids
"
22882,CPD-11879,"a catechol
"
22883,CHEBI:104011,"N-acylglycine
"
22885,CHEBI:39867,"branched-chain saturated fatty acid
branched-chain fatty acid
"
22885,LMFA01020291,"Branched fatty acids
"
22887,CHEBI:62207,"3-methylxanthine
"
22887,C16357,"Purine alkaloids
"
22887,3-METHYLXANTHINE,"a small molecule
"
22888,CHEBI:42682,"aminobenzoic acid
"
22891,CHEBI:74168,"butan-4-olide
ribonolactone
"
22892,CHEBI:16586,"omega-amino fatty acid
epsilon-amino acid
"
22892,C02378,"Amino fatty acids
"
22892,LMFA01100035,"Amino fatty acids
"
22895,CHEBI:27971,"alpha-amino acid
2,2-dialkylglycine
"
22895,LMFA01100053,"Amino fatty acids
"
22896,LMFA03010024,"Prostaglandins
"
22897,CHEBI:2567,"primary amino compound
1,1-bis(phosphonic acid)
"
22899,CHEBI:4551,"steroid saponin
cardenolide glycoside
"
22899,C06956,"Cardanolides and derivatives
cardanolide
Cardanolide and derivatives
Terpenoids
Cardiac glycosides
"
22900,CHEBI:4975,"guanidines
sulfonamide
1,3-thiazole
"
22902,CHEBI:6801,"guanidines
"
22903,CHEBI:3764,"imidazoles
organochlorine compound
"
22903,CPD-8926,"a small molecule
"
22904,CHEBI:7476,"monocarboxylic acid
methoxynaphthalene
"
22907,CHEBI:4636,"tertiary amino compound
ether
"
22907,CPD-10890,"a small molecule
"
22909,CHEBI:63598,"ofloxacin
"
22910,CHEBI:8776,"tertiary amino compound
C-nitro compound
furans
"
22913,C01541,"Coumarin rodenticides
"
22916,CHEBI:43755,"dipeptide
"
22917,CHEBI:6715,"3-oxo steroid
17alpha-hydroxy steroid
3-oxo Delta(4)-steroid
20-oxo steroid
"
22917,LMST02030176,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22921,CHEBI:51209,"secondary alcohol
secondary amine
"
22921,C02765,"Phenylalanine derived alkaloids
"
22936,LMFA01050387,"Hydroxy fatty acids
"
22937,CHEBI:65136,"docosapentaenoic acid
"
22937,LMFA04000064,"Docosanoids
"
22938,CHEBI:36203,"trioxilin
"
22938,C14809,"Hepoxilins
"
22938,LMFA03090002,"Hepoxilins
"
22943,CHEBI:68531,"oxopurine
"
22943,C16360,"Purine alkaloids
"
22943,CPD-12482,"a small molecule
"
22944,CHEBI:17319,"adenosines
5'-deoxyribonucleoside
"
22945,CHEBI:5062,"aza-steroid
3-oxo steroid
"
22949,CHEBI:17899,"3-oxo steroid
cholestanoid
7alpha-hydroxy steroid
"
22949,C05455,"Cholesterol and derivatives
"
22949,LMST04030123,"C27 bile acids, alcohols, and derivatives
"
22950,LMFA01170103,"Dicarboxylic acids
"
22951,CHEBI:2086,"tryptamine alkaloid
"
22951,C08309,"Indole alkaloids
"
22952,CPD0-1959,"a small molecule
"
22953,CHEBI:16303,"3-aminoalanine
"
22953,LMFA01100051,"Amino fatty acids
"
22957,CHEBI:46234,"ubiquinones
"
22957,CPD0-1118,"a ubiquinone
"
22958,C02862,"Fatty acyl carnitines
"
22968,LMST01010242,"Cholesterol and derivatives
"
22972,CHEBI:52617,"oxopurine
"
22972,CPD-12427,"an aromatic compound
"
22974,CHEBI:49709,"chlorine oxoanion
"
22975,CHEBI:17604,"L-lysine derivative
"
22980,CHEBI:47904,"oxo dicarboxylic acid
beta-diketone
"
22980,LMFA01170114,"Dicarboxylic acids
"
22985,CHEBI:39567,"medium-chain fatty acid
omega-hydroxy fatty acid
"
22985,C08317,"Hydroxy fatty acids
"
22985,LMFA01050039,"Hydroxy fatty acids
"
22989,CHEBI:78710,"very long-chain fatty acid
straight-chain saturated fatty acid
"
22989,LMFA01010027,"Straight chain fatty acids
"
22990,CHEBI:17768,"N-substituted putrescine
N-monoacetylalkane-alpha,omega-diamine
"
22990,CPD-569,"an aliphatic <i>N</i>-acetyl-diamine
"
22991,6-LACTOYL-5678-TETRAHYDROPTERIN,"a small molecule
"
22995,CHEBI:55501,"monocarboxylic acid
monomethoxybenzene
"
22996,LMFA01170080,"Dicarboxylic acids
"
22997,CHEBI:17441,"chlorine oxoanion
"
22997,CHLORITE,"a small molecule
"
22998,CHEBI:29195,"pseudohalide anion
organonitrogen compound
"
22998,CPD-69,"a small molecule
"
23002,CHEBI:71466,"N-(long-chain-acyl)ethanolamine
endocannabinoid
"
23002,LMFA08040015,"N-acyl ethanolamines (endocannabinoids)
"
23008,CHEBI:28871,"methyladenine
6-alkylaminopurine
"
23009,CHEBI:76591,"26-hydroxycholesterol
"
23009,LMST01010088,"Cholesterol and derivatives
"
23010,CHEBI:17232,"glutamic semialdehyde
"
23011,CHEBI:39745,"phosphate ion
"
23011,CPD0-1421,"an inorganic salt
"
23014,LMFA03110006,"Isoprostanes
"
23015,CHEBI:70973,"dicarboxylic acid monoester
phthalate ester
"
23016,CHEBI:36075,"prostaglandins Falpha
"
23016,C06476,"Prostaglandins
"
23016,LMFA03010138,"Prostaglandins
"
23017,CHEBI:691622,"oxopurine
"
23017,C16361,"Purine alkaloids
"
23017,CPD-12480,"a small molecule
"
23018,LMST01010213,"Cholesterol and derivatives
"
23023,CHEBI:17906,"propanone
"
23029,CHEBI:74763,"pyrimidone
"
23034,CHEBI:16066,"retinal
"
23034,C02110,"Retinoids
"
23034,LMPR01090003,"Retinoids
"
23036,LMST04020029,"C26 bile acids, alcohols, and derivatives
"
23037,CHEBI:28607,"coproporphyrinogen
"
23041,CHEBI:33094,"beta-amino acid
3-aminoisobutyric acid
"
23041,LMFA01100050,"Amino fatty acids
"
23043,CHEBI:18421,"reactive oxygen species
inorganic radical anion
diatomic oxygen
oxygen radical
"
23046,CHEBI:74135,"tripeptide
"
23047,CHEBI:28101,"acetylspermine
"
23050,CHEBI:71488,"omega-3 fatty acid
icosatetraenoic acid
"
23050,LMFA01030818,"Unsaturated fatty acids
"
23051,CHEBI:15493,"cholestanoyl-CoA
"
23052,CHEBI:25941,"nitrogen oxoanion
reactive nitrogen species
reactive oxygen species
"
23052,CPD0-1395,"an anion
"
23053,LMST04030016,"C27 bile acids, alcohols, and derivatives
"
23057,CHEBI:27911,"acetylspermidine
"
23073,CHEBI:28766,"uroporphyrinogen
"
23073,CPD-11444,"a porphyrin
"
23083,C14769,"Hydroxy/hydroperoxyeicosatrienoic acids
"
23089,CHEBI:28747,"pyridinemonocarboxylic acid
"
23089,C10164,"Piperidine alkaloids
"
23091,CHEBI:77086,"O-acyl-L-carnitine
O-dodecanoylcarnitine
"
23095,LMST01020001,"Steryl esters
"
23098,C14775,"Hydroxy/hydroperoxyeicosatrienoic acids
"
23099,LMFA01170079,"Dicarboxylic acids
"
23100,CHEBI:28129,"phytofluene
"
23100,C05414,"C40 isoprenoids (tetraterpenes)
Carotenoids
"
23100,LMPR01070299,"C40 isoprenoids (tetraterpenes)
"
23107,CPD-5881,"a small molecule
"
23118,CHEBI:16320,"3-aminoisobutyric acid
"
23118,LMFA01100049,"Amino fatty acids
"
23124,C14774,"Hydroxy/hydroperoxyeicosatrienoic acids
"
23126,CHEBI:73718,"alpha,omega-dicarboxylic acid
"
23126,LMFA01170014,"Dicarboxylic acids
"
23136,CHEBI:15529,"hydroxyacyl-CoA
"
23137,CHEBI:27036,"muconic acid
"
23137,LMFA01170124,"Dicarboxylic acids
"
23139,CHEBI:74018,"secondary alcohol
leukotriene
L-alpha-amino acid
amino dicarboxylic acid
cysteine thioether
"
23152,CHEBI:63959,"monocarboxylic acid
pentacyclic triterpenoid
"
23153,CHEBI:30502,"monoatomic dication
divalent metal cation
beryllium cation
"
23153,CPD-1492,"a cation
"
23154,CHEBI:20141,"monohydroxybenzoic acid
"
23156,LMST01010059,"Cholesterol and derivatives
"
23159,CHEBI:34820,"levuglandin
"
23159,C13808,"Levuglandins
"
23159,LMFA03100002,"Levuglandins
"
23163,CHEBI:15702,"benzenedicarboxylic acid
"
23168,CHEBI:68502,"alpha,omega-dicarboxylic acid
"
23168,LMFA01170086,"Dicarboxylic acids
"
23178,CHEBI:72733,"steroid sulfate
7alpha-hydroxy steroid
bile acid glycine conjugate
"
23179,LMST05020030,"Sulfates
"
23180,CHEBI:15858,"halide anion
monoatomic bromine
"
23180,BR-,"an anion
"
23184,CHEBI:17270,"glycerol monophosphate
"
23189,LMST05010044,"Glucuronides
"
23191,CHEBI:17864,"steroid sulfate
"
23191,C03642,"C26 bile acids, alcohols, and derivatives
Sulfates
Taurine conjugates
"
23191,LMST05020003,"Sulfates
"
23194,LMST05020024,"Sulfates
"
23203,CHEBI:15545,"prostaglandins A
"
23203,LMFA03010005,"Prostaglandins
"
23204,CHEBI:16168,"monohydroxypyridine
"
23204,C01020,"Pyridine alkaloids
"
23205,CHEBI:28031,"prostaglandins E
"
23205,C06439,"Prostaglandins
"
23205,LMFA03010135,"Prostaglandins
"
23206,CHEBI:37574,"thiamine phosphate
"
23207,CHEBI:28852,"prostaglandins Falpha
"
23207,C06475,"Prostaglandins
"
23207,LMFA03010137,"Prostaglandins
"
