cid,cStruc,canonical_smiles,Isomeric_smiles,IUPAC,cFormula,InChiKey,MW,AlogP,Num_AromaticRings,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,Num_Rings,SensoryThr,toxicity_val
1538,C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)N,(2S)-2-[[(2S)-2-aminopropanoyl]amino]-3-phenylpropanoic acid,C12H16N2O3,OMNVYXHOSHNURL-WPRPVWTQSA-N,236.267,0.3926,1,1,1,6,1.0,0,0.0
1539,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,C1=CC(=CC=C1CC(C(=O)O)NC(=O)CN)O,C1=CC(=CC=C1C[C@@H](C(=O)O)NC(=O)CN)O,(2S)-2-[(2-aminoacetyl)amino]-3-(4-hydroxyphenyl)propanoic acid,C11H14N2O4,XBGGUPMXALFZOT-VIFPVBQESA-N,238.2399,-0.359,1,2,2,6,1.0,0,0.0
1540,CC[C@H](C)[C@H](N)C(=O)NCC(=O)O,CCC(C)C(C(=O)NCC(=O)O)N,CC[C@H](C)[C@@H](C(=O)NCC(=O)O)N,"2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]acetic acid",C8H16N2O3,UCGDDTHMMVWVMV-FSPLSTOPSA-N,188.2242,-0.3483,0,1,1,6,0.0,0,0.0
1541,CC[C@H](C)[C@H](NC(=O)CN)C(=O)O,CCC(C)C(C(=O)O)NC(=O)CN,CC[C@H](C)[C@@H](C(=O)O)NC(=O)CN,"(2S,3S)-2-[(2-aminoacetyl)amino]-3-methylpentanoic acid",C8H16N2O3,KGVHCTWYMPWEGN-FSPLSTOPSA-N,188.2242,-0.3483,0,1,1,6,0.0,0,0.0
1542,N=C(N)NCCC[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,C(CC(C(=O)NC(CCCN=C(N)N)C(=O)O)N)CN=C(N)N,C(C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N)CN=C(N)N,(2S)-2-[[(2S)-2-amino-5-(diaminomethylideneamino)pentanoyl]amino]-5-(diaminomethylideneamino)pentanoic acid,C12H26N8O3,OMLWNBVRVJYMBQ-YUMQZZPRSA-N,330.3866,-2.5021,0,3,3,14,0.0,0,0.0
1543,O=C(O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1,C1CC(NC1)C(=O)N2CCCC2C(=O)O,C1C[C@H](NC1)C(=O)N2CCC[C@H]2C(=O)O,(2S)-1-[(2S)-pyrrolidine-2-carbonyl]pyrrolidine-2-carboxylic acid,C10H16N2O3,RWCOTTLHDJWHRS-YUMQZZPRSA-N,212.2456,-0.3012,0,1,0,3,2.0,0,0.0
1544,NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)O,C1CC(N(C1)C(=O)C(CCCCN)N)C(=O)O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N)C(=O)O,"(2S)-1-[(2S)-2,6-diaminohexanoyl]pyrrolidine-2-carboxylic acid",C11H21N3O3,AIXUQKMMBQJZCU-IUCAKERBSA-N,243.3027,-0.9244,0,1,0,7,1.0,0,0.0
1545,N=C(N)NCCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCCN=C(N)N)N,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)[C@H](CCCN=C(N)N)N,(2S)-2-[[(2S)-2-amino-5-(diaminomethylideneamino)pentanoyl]amino]-3-phenylpropanoic acid,C15H23N5O3,PQBHGSGQZSOLIR-RYUDHWBXSA-N,321.3748,-0.2768,1,2,2,11,1.0,0,0.0
1546,CC(C)C[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)O,CC(C)CC(C(=O)NC(CC(=O)O)C(=O)O)N,CC(C)C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)N,(2S)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]butanedioic acid,C10H18N2O5,DVCSNHXRZUVYAM-BQBZGAKWSA-N,246.2603,-0.5761,0,1,1,8,0.0,0,0.0
1547,N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)O,C1=CC(=CC=C1CC(C(=O)NCC(=O)O)N)O,C1=CC(=CC=C1C[C@@H](C(=O)NCC(=O)O)N)O,2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]acetic acid,C11H14N2O4,HPYDSVWYXXKHRD-VIFPVBQESA-N,238.2399,-0.359,1,2,2,6,1.0,0,0.0
1548,N=C(N)NCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)O,C1CC(N(C1)C(=O)C(CCCN=C(N)N)N)C(=O)O,C1C[C@H](N(C1)C(=O)[C@H](CCCN=C(N)N)N)C(=O)O,(2S)-1-[(2S)-2-amino-5-(diaminomethylideneamino)pentanoyl]pyrrolidine-2-carboxylic acid,C11H21N5O3,LQJAALCCPOTJGB-YUMQZZPRSA-N,271.3161,-1.5146,0,2,1,8,1.0,0,0.0
1549,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CC(C)C)C(=O)O,CCC(C)C(C(=O)O)NC(=O)C(CC(C)C)N,CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@H](CC(C)C)N,"(2S,3S)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]-3-methylpentanoic acid",C12H24N2O3,AZLASBBHHSLQDB-GUBZILKMSA-N,244.3306,1.3676,0,1,1,8,0.0,0,0.0
1550,CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(=O)O,CC(C)CC(C(=O)O)NC(=O)C(CO)N,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CO)N,(2S)-2-[[(2S)-2-amino-3-hydroxypropanoyl]amino]-4-methylpentanoic acid,C9H18N2O4,NFDYGNFETJVMSE-BQBZGAKWSA-N,218.2502,-0.8198,0,2,2,7,0.0,0,0.0
1551,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)O,CC(C)CC(C(=O)O)NC(=O)C1CCCN1,CC(C)C[C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1,(2S)-4-methyl-2-[[(2S)-pyrrolidine-2-carbonyl]amino]pentanoic acid,C11H20N2O3,ZKQOUHVVXABNDG-IUCAKERBSA-N,228.2881,0.6124,0,1,1,6,1.0,0,0.0
1552,NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCCCN)N,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)[C@H](CCCCN)N,"(2S)-2-[[(2S)-2,6-diaminohexanoyl]amino]-3-phenylpropanoic acid",C15H23N3O3,QCZYYEFXOBKCNQ-STQMWFEESA-N,293.3614,0.3134,1,1,1,10,1.0,0,0.0
1553,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)N,(2S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]-3-(4-hydroxyphenyl)propanoic acid,C14H20N2O4,VEYJKJORLPYVLO-RYUDHWBXSA-N,280.3196,0.9682,1,2,2,7,1.0,0,0.0
1554,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)N,(2S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]-3-phenylpropanoic acid,C14H20N2O3,GJNDXQBALKCYSZ-RYUDHWBXSA-N,264.3202,1.2356,1,1,1,7,1.0,0,0.0
1555,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,C1=CC(=CC=C1CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)N)O,C1=CC(=CC=C1C[C@@H](C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)O)N)O,(2S)-2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-3-(4-hydroxyphenyl)propanoic acid,C18H20N2O5,JAQGKXUEKGKTKX-HOTGVXAUSA-N,344.3618,1.4137,2,3,3,8,2.0,0,0.0
1556,CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)N,"(2S)-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]-3-phenylpropanoic acid",C15H22N2O3,WMDZARSFSMZOQO-DRZSPHRISA-N,278.3468,1.6918,1,1,1,8,1.0,0,0.0
1557,CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,CCC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N,CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)N,"(2S,3S)-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]-3-methylpentanoic acid",C15H22N2O3,JWBLQDDHSDGEGR-DRZSPHRISA-N,278.3468,1.6918,1,1,1,8,1.0,0,0.0
1558,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CC=C(C=C2)O)N,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)[C@H](CC2=CC=C(C=C2)O)N,(2S)-2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-3-phenylpropanoic acid,C18H20N2O4,CGWAPUBOXJWXMS-HOTGVXAUSA-N,328.3624,1.6811,2,2,2,8,2.0,0,0.0
1559,CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)O,CC(C)C(C(=O)O)NC(=O)C(C)N,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N,(2S)-2-[[(2S)-2-aminopropanoyl]amino]-3-methylbutanoic acid,C8H16N2O3,LIWMQSWFLXEGMA-WDSKDSINSA-N,188.2242,-0.3203,0,1,1,5,0.0,0,0.0
1560,CC(C)[C@H](N)C(=O)N[C@@H](C)C(=O)O,CC(C)C(C(=O)NC(C)C(=O)O)N,C[C@@H](C(=O)O)NC(=O)[C@H](C(C)C)N,(2S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]propanoic acid,C8H16N2O3,HSRXSKHRSXRCFC-WDSKDSINSA-N,188.2242,-0.3203,0,1,1,5,0.0,0,0.0
1561,CC(C)[C@H](N)C(=O)NCC(=O)O,CC(C)C(C(=O)NCC(=O)O)N,CC(C)[C@@H](C(=O)NCC(=O)O)N,2-[[(2S)-2-amino-3-methylbutanoyl]amino]acetic acid,C7H14N2O3,IOUPEELXVYPCPG-LURJTMIESA-N,174.1977,-0.8045,0,1,1,5,0.0,0,0.0
1562,C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)O,CC(C(=O)O)NC(=O)C1CCCN1,C[C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1,(2S)-2-[[(2S)-pyrrolidine-2-carbonyl]amino]propanoic acid,C8H14N2O3,FELJDCNGZFDUNR-WDSKDSINSA-N,186.2084,-0.6193,0,1,1,4,1.0,0,0.0
1563,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)O,CCC(C)C(C(=O)NC(CC(=O)O)C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)N,"(2S)-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]butanedioic acid",C10H18N2O5,WKXVAXOSIPTXEC-HAFWLYHUSA-N,246.2603,-0.5086,0,1,1,8,0.0,0,0.0
1564,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N,"(2S)-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]pentanedioic acid",C11H20N2O5,KTGFOCFYOZQVRJ-ZKWXMUAHSA-N,260.2869,-0.1874,0,1,1,9,0.0,0,0.0
1565,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CO)C(=O)O,CCC(C)C(C(=O)NC(CO)C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N[C@@H](CO)C(=O)O)N,"(2S)-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]-3-hydroxypropanoic acid",C9H18N2O4,TWVKGYNQQAUNRN-ACZMJKKPSA-N,218.2502,-0.7523,0,2,2,7,0.0,0,0.0
1566,CC[C@H](C)[C@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)O,CCC(C)C(C(=O)NC(C(C)O)C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)O)C(=O)O)N,"(2S,3R)-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]-3-hydroxybutanoic acid",C10H20N2O4,DRCKHKZYDLJYFQ-YWIQKCBGSA-N,232.2768,-0.3748,0,2,2,7,0.0,0,0.0
1567,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)O)N,"(2S)-5-amino-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]-5-oxopentanoic acid",C11H21N3O4,CNPNWGHRMBQHBZ-ZKWXMUAHSA-N,259.3021,-0.821,0,2,2,9,0.0,0,0.0
1568,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)O,CCC(C)C(C(=O)NC(CC(=O)N)C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)O)N,"(2S)-4-amino-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]-4-oxobutanoic acid",C10H19N3O4,HZYHBDVRCBDJJV-HAFWLYHUSA-N,245.2756,-1.1422,0,2,2,8,0.0,0,0.0
1569,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)O,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CCC(=O)O)C(=O)O)N,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N,(2S)-2-[[(2S)-2-amino-3-(1H-indol-3-yl)propanoyl]amino]pentanedioic acid,C16H19N3O5,PWIQCLSQVQBOQV-AAEUAGOBSA-N,333.3392,-0.153,2,1,2,9,2.0,0,0.0
1570,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O,CCC(C)C(C(=O)NC(CCCCN)C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)N,"(2S)-6-amino-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]hexanoic acid",C12H25N3O3,UWBDLNOCIDGPQE-GUBZILKMSA-N,259.3452,0.0567,0,1,1,10,0.0,0,0.0
1571,CC[C@H](C)[C@H](N)C(=O)N[C@@H](C)C(=O)O,CCC(C)C(C(=O)NC(C)C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)O)N,"(2S)-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]propanoic acid",C9H18N2O3,RCFDOSNHHZGBOY-ACZMJKKPSA-N,202.2508,0.1359,0,1,1,6,0.0,0,0.0
1572,CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)O,CC(C)CC(C(=O)O)NC(=O)C(C)N,C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)N,(2S)-2-[[(2S)-2-aminopropanoyl]amino]-4-methylpentanoic acid,C9H18N2O3,RDIKFPRVLJLMER-BQBZGAKWSA-N,202.2508,0.0684,0,1,1,6,0.0,0,0.0
1573,CC(C)C[C@H](N)C(=O)N[C@@H](C)C(=O)O,CC(C)CC(C(=O)NC(C)C(=O)O)N,C[C@@H](C(=O)O)NC(=O)[C@H](CC(C)C)N,(2S)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]propanoic acid,C9H18N2O3,HSQGMTRYSIHDAC-BQBZGAKWSA-N,202.2508,0.0684,0,1,1,6,0.0,0,0.0
1574,O=C(O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1,C1CC(NC1)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O,C1C[C@H](NC1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)O,(2S)-3-(4-hydroxyphenyl)-2-[[(2S)-pyrrolidine-2-carbonyl]amino]propanoic acid,C14H18N2O4,OIDKVWTWGDWMHY-RYUDHWBXSA-N,278.3037,0.6692,1,2,2,6,2.0,0,0.0
1575,NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)CN,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)NC(=O)CN,(2S)-2-[(2-aminoacetyl)amino]-3-(1H-indol-3-yl)propanoic acid,C13H15N3O3,AJHCSUXXECOXOY-NSHDSACASA-N,261.2765,-0.3139,2,1,2,6,2.0,0,0.0
1576,CC[C@H](C)[C@H](N)C(=O)N[C@H](C(=O)O)C(C)C,CCC(C)C(C(=O)NC(C(C)C)C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N,"(2S)-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]-3-methylbutanoic acid",C11H22N2O3,BCXBIONYYJCSDF-CIUDSAMLSA-N,230.304,0.9789,0,1,1,7,0.0,0,0.0
1577,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1)C(=O)O,CCC(C)C(C(=O)O)NC(=O)C1CCCN1,CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1,"(2S,3S)-3-methyl-2-[[(2S)-pyrrolidine-2-carbonyl]amino]pentanoic acid",C11H20N2O3,OCYROESYHWUPBP-CIUDSAMLSA-N,228.2881,0.6799,0,1,1,6,1.0,0,0.0
1578,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)O,CCC(C)C(C(=O)N1CCCC1C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N,"(2S)-1-[(2S,3S)-2-amino-3-methylpentanoyl]pyrrolidine-2-carboxylic acid",C11H20N2O3,BBIXOODYWPFNDT-CIUDSAMLSA-N,228.2881,0.454,0,1,0,5,1.0,0,0.0
1579,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)N,(2S)-2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-4-methylpentanoic acid,C15H22N2O4,AUEJLPRZGVVDNU-STQMWFEESA-N,294.3462,1.3569,1,2,2,8,1.0,0,0.0
1580,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CC(C)CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)N,(2S)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]-3-(4-hydroxyphenyl)propanoic acid,C15H22N2O4,LHSGPCFBGJHPCY-STQMWFEESA-N,294.3462,1.3569,1,2,2,8,1.0,0,0.0
1581,CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CCC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O)N,"(2S)-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]-3-(1H-indol-3-yl)propanoic acid",C17H23N3O3,BVRPESWOSNFUCJ-LKTVYLICSA-N,317.3828,1.4695,2,1,2,8,2.0,0,0.0
1582,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)N,C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)O)N,(2S)-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]-3-(4-hydroxyphenyl)propanoic acid,C18H20N2O4,FSXRLASFHBWESK-HOTGVXAUSA-N,328.3624,1.6811,2,2,2,8,2.0,0,0.0
1583,CC(C)[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)O,CC(C)C(C(=O)NC(CC(=O)O)C(=O)O)N,CC(C)[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)N,(2S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]butanedioic acid,C9H16N2O5,OBTCMSPFOITUIJ-FSPLSTOPSA-N,232.2337,-0.9648,0,1,1,7,0.0,0,0.0
1584,CC[C@H](C)[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)O,CCC(C)C(C(=O)O)NC(=O)C(C(C)C)N,CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@H](C(C)C)N,"(2S,3S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]-3-methylpentanoic acid",C11H22N2O3,PNVLWFYAPWAQMU-CIUDSAMLSA-N,230.304,0.9789,0,1,1,7,0.0,0,0.0
1585,CC(C)[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CC(C)C(C(=O)NC(CCC(=O)O)C(=O)O)N,CC(C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N,(2S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]pentanedioic acid,C10H18N2O5,UPJONISHZRADBH-XPUUQOCRSA-N,246.2603,-0.6436,0,1,1,8,0.0,0,0.0
1586,CC(C)C[C@H](N)C(=O)N[C@H](C(=O)O)C(C)C,CC(C)CC(C(=O)NC(C(C)C)C(=O)O)N,CC(C)C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N,(2S)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]-3-methylbutanoic acid,C11H22N2O3,MDSUKZSLOATHMH-IUCAKERBSA-N,230.304,0.9114,0,1,1,7,0.0,0,0.0
1587,CC(C)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,CC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N,CC(C)[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)N,(2S)-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]-3-methylbutanoic acid,C14H20N2O3,IEHDJWSAXBGJIP-RYUDHWBXSA-N,264.3202,1.2356,1,1,1,7,1.0,0,0.0
1588,NCCCC[C@H](NC(=O)[C@@H]1CCCN1)C(=O)O,C1CC(NC1)C(=O)NC(CCCCN)C(=O)O,C1C[C@H](NC1)C(=O)N[C@@H](CCCCN)C(=O)O,(2S)-6-amino-2-[[(2S)-pyrrolidine-2-carbonyl]amino]hexanoic acid,C11H21N3O3,RVQDZELMXZRSSI-IUCAKERBSA-N,243.3027,-0.6985,0,1,1,8,1.0,0,0.0
1589,C[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)O,CC(C(=O)NC(CC(=O)O)C(=O)O)N,C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)N,(2S)-2-[[(2S)-2-aminopropanoyl]amino]butanedioic acid,C7H12N2O5,XAEWTDMGFGHWFK-IMJSIDKUSA-N,204.1806,-1.8078,0,1,1,6,0.0,0,0.0
1590,CC(C)C[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)O)N,CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N,(2S)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]pentanedioic acid,C11H20N2O5,NFNVDJGXRFEYTK-YUMQZZPRSA-N,260.2869,-0.2549,0,1,1,9,0.0,0,0.0
1591,NCC(=O)N[C@@H](CCC(=O)O)C(=O)O,C(CC(=O)O)C(C(=O)O)NC(=O)CN,C(CC(=O)O)[C@@H](C(=O)O)NC(=O)CN,(2S)-2-[(2-aminoacetyl)amino]pentanedioic acid,C7H12N2O5,IEFJWDNGDZAYNZ-BYPYZUCNSA-N,204.1806,-1.9708,0,1,1,7,0.0,0,0.0
1592,CC(C)C[C@H](N)C(=O)NCC(=O)O,CC(C)CC(C(=O)NCC(=O)O)N,CC(C)C[C@@H](C(=O)NCC(=O)O)N,2-[[(2S)-2-amino-4-methylpentanoyl]amino]acetic acid,C8H16N2O3,LESXFEZIFXFIQR-LURJTMIESA-N,188.2242,-0.4158,0,1,1,6,0.0,0,0.0
1593,CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)O,CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)N,CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)N,(2S)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]-4-methylpentanoic acid,C12H24N2O3,LCPYQJIKPJDLLB-UWVGGRQHSA-N,244.3306,1.3001,0,1,1,8,0.0,0,0.0
1595,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)O,C1=CC(=CC=C1CC(C(=O)NCC(=O)O)NC(=O)CN)O,C1=CC(=CC=C1C[C@@H](C(=O)NCC(=O)O)NC(=O)CN)O,2-[[(2S)-2-[(2-aminoacetyl)amino]-3-(4-hydroxyphenyl)propanoyl]amino]acetic acid,C13H17N3O5,HQSKKSLNLSTONK-JTQLQIEISA-N,295.2912,-1.2992,1,3,3,9,1.0,0,0.0
1596,N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)O,C1=CC(=CC=C1CC(C(=O)NCC(=O)NCC(=O)O)N)O,C1=CC(=CC=C1C[C@@H](C(=O)NCC(=O)NCC(=O)O)N)O,2-[[2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetic acid,C13H17N3O5,HIINQLBHPIQYHN-JTQLQIEISA-N,295.2912,-1.2992,1,3,3,9,1.0,0,0.0
1597,CC(C)[C@H](NC(=O)CNC(=O)CN)C(=O)O,CC(C)C(C(=O)O)NC(=O)CNC(=O)CN,CC(C)[C@@H](C(=O)O)NC(=O)CNC(=O)CN,(2S)-2-[[2-[(2-aminoacetyl)amino]acetyl]amino]-3-methylbutanoic acid,C9H17N3O4,OLPPXYMMIARYAL-QMMMGPOBSA-N,231.249,-1.7447,0,2,2,8,0.0,0,0.0
